seller_city,period,sales,freight_value,total_sales,quantity,volume,baskets
bariri,2017-07-01,1000.6,71.79,1072.39,4,6.75,2
bariri,2017-08-01,279.9,14.98,294.88,1,7.4,1
bariri,2017-10-01,1849.3,141.79,1991.09,7,35.275,7
bariri,2017-11-01,219.9,17.17,237.07,1,4.05,1
bariri,2017-12-01,549.8,44.83,594.63,2,7.95,2
bariri,2018-01-01,804.7,64.62,869.32,3,18.775,3
bariri,2018-02-01,1039.8,266.97,1306.77,2,27.05,2
bariri,2018-03-01,341.8,33.43,375.23,2,2.675,2
barra mansa,2017-04-01,171.89,68.8,240.69,2,0.7,2
barra mansa,2017-05-01,220.88,50.97,271.85,3,1.1,3
barra mansa,2017-06-01,19.99,15.1,35.09,1,0.8,1
barra mansa,2017-07-01,197.86,107.86,305.72,5,2,5
barra mansa,2017-10-01,149.5,49.71,199.21,2,0.8,2
barra mansa,2017-11-01,30.99,15.1,46.09,1,0.14,1
barra mansa,2017-12-01,147.98,32.04,180.02,2,1.618,2
barra mansa,2018-02-01,836.99,31.94,868.93,1,1.846,1
barra mansa,2018-03-01,836.99,31.94,868.93,1,1.846,1
barra mansa,2018-04-01,62.8,41.16,103.96,2,1.275,2
barra mansa,2018-05-01,40.98,31.65,72.63,2,0.4,2
barra mansa,2018-06-01,204.5,120.67,325.17,5,5.45,5
barra velha,2018-04-01,51.45,18.24,69.69,1,3,1
barra velha,2018-05-01,51.45,64.81,116.26,1,3,1
barra velha,2018-06-01,102.9,88.75,191.65,2,6,2
barra velha,2018-07-01,51.45,22.33,73.78,1,3,1
barretos,2016-09-01,379.98,35.7,415.68,1,20.9,1
barretos,2017-02-01,268.9,122.08,390.98,2,11.15,2
barretos,2017-03-01,17.9,17.09,34.99,1,1.3,1
barretos,2017-04-01,371,181.17,552.17,10,20.6,10
barretos,2017-05-01,317.4,171.38,488.78,6,13.8,6
barretos,2017-06-01,279.7,52.16,331.86,3,14.9,3
barretos,2017-07-01,445.6,176.17,621.77,4,35,3
barretos,2017-08-01,229.19,193.69,422.88,10,16.1,7
barretos,2017-09-01,64.89,46.84,111.73,2,1.45,2
barretos,2017-10-01,1020.48,169.16,1189.64,6,42.7,6
barretos,2017-11-01,708.6,96.48,805.08,4,19.4,4
barretos,2018-02-01,4.99,37.04,42.03,1,0.2,1
barretos,2018-05-01,120,96.71,216.71,1,3.35,1
barretos,2018-06-01,129.01,19,148.01,1,0.25,1
barretos,2018-07-01,252.06,116.88,368.94,6,4.35,1
barrinha,2017-08-01,7.48,15.1,22.58,1,0.4,1
barrinha,2017-10-01,29.01,19.59,48.6,1,1.4,1
barro alto,2017-08-01,23.9,42.38,66.28,1,0.6,1
barueri,2016-09-01,1399,24.55,1423.55,1,0.85,1
barueri,2016-12-01,4098.1,241.3,4339.4,11,21.55,11
barueri,2017-01-01,9972.55,572.25,10544.8,26,46.724,24
barueri,2017-02-01,15134.33,568.86,15703.19,31,56.537,31
barueri,2017-03-01,11760.24,402.88,12163.12,23,26.828,23
barueri,2017-04-01,25859.25,930.14,26789.39,50,51.585,50
barueri,2017-05-01,16223.45,609.02,16832.47,36,42.342,35
barueri,2017-06-01,12098.72,487.48,12586.2,30,73.114,30
barueri,2017-07-01,7299.29,343.4,7642.69,21,10.09,20
barueri,2017-08-01,16224.59,596.22,16820.81,34,31.55,34
barueri,2017-09-01,26869.43,1007.18,27876.61,61,51.784,60
barueri,2017-10-01,20429.64,874.94,21304.58,43,26.78,42
barueri,2017-11-01,2560.97,103.53,2664.5,6,3.658,6
barueri,2017-12-01,7099.35,461.35,7560.7,29,12.25,29
barueri,2018-01-01,3287.45,215.02,3502.47,12,5.75,12
barueri,2018-02-01,4521.46,162.73,4684.19,9,4.097,9
barueri,2018-03-01,1709.96,238.94,1948.9,15,5.499,13
barueri,2018-04-01,2876.91,201.5,3078.41,18,6.013,15
barueri,2018-05-01,1296.85,100.04,1396.89,4,1.69,4
barueri,2018-06-01,2857.41,162.48,3019.89,10,2.282,9
barueri,2018-07-01,2474.22,44.47,2518.69,4,2.547,4
batatais,2017-04-01,157.6,47.5,205.1,3,3.85,3
batatais,2017-05-01,144.7,33.08,177.78,2,2.3,2
batatais,2017-06-01,75.2,23.71,98.91,2,0.25,2
batatais,2017-07-01,323.7,54.01,377.71,3,6.2,3
batatais,2017-08-01,163,40.14,203.14,3,1.45,3
batatais,2017-09-01,1347,121.38,1468.38,5,36.3,5
batatais,2017-10-01,920,158.44,1078.44,8,14.4,8
batatais,2017-11-01,829,193.96,1022.96,8,12.1,8
batatais,2017-12-01,521.54,120.94,642.48,8,6.8,7
batatais,2018-01-01,440.4,96.51,536.91,4,9.75,4
batatais,2018-02-01,384.96,104.83,489.79,7,4.75,5
batatais,2018-03-01,75.2,36.47,111.67,2,0.35,2
batatais,2018-04-01,152.98,49.77,202.75,3,3.75,3
batatais,2018-06-01,158.25,89.17,247.42,4,3.8,4
bauru,2016-09-01,130.6,95.02,225.62,4,12.9,3
bauru,2017-01-01,577.9,41.32,619.22,3,1.248,3
bauru,2017-02-01,50.8,21.92,72.72,2,0.5,2
bauru,2017-03-01,78.9,14.72,93.62,1,0.3,1
bauru,2017-04-01,101.9,16.34,118.24,1,2,1
bauru,2017-05-01,145.9,15.77,161.67,1,8.15,1
bauru,2017-06-01,259,16.56,275.56,1,0.4,1
bauru,2017-08-01,101.9,16.34,118.24,1,2,1
bauru,2017-09-01,228,27,255,1,6.4,1
bauru,2017-10-01,1873.95,269.65,2143.6,13,42.38,11
bauru,2017-11-01,1092.1,169.05,1261.15,11,8.195,5
bauru,2017-12-01,988.17,175.08,1163.25,11,14.012,7
bauru,2018-01-01,2081.83,383.83,2465.66,19,23.415,18
bauru,2018-02-01,1626.87,336.55,1963.42,16,9.39,13
bauru,2018-03-01,2367.6,418.13,2785.73,22,31.925,20
bauru,2018-04-01,1884.6,529.11,2413.71,28,29.65,23
bauru,2018-05-01,6194.6,981.8,7176.4,31,63.925,26
bauru,2018-06-01,1215.27,323.52,1538.79,17,36.975,15
bauru,2018-07-01,841.9,212.98,1054.88,9,13.8,9
bebedouro,2017-06-01,52.9,37.48,90.38,2,0.2,2
bebedouro,2017-07-01,544.8,150.91,695.71,10,1.15,10
bebedouro,2017-08-01,125.2,81.3,206.5,5,2.425,4
bebedouro,2017-09-01,172.4,80.88,253.28,6,0.65,6
bebedouro,2017-10-01,959.18,248.64,1207.82,15,1.4,14
bebedouro,2017-11-01,467,180.87,647.87,12,1.196,11
bebedouro,2017-12-01,845.3,251.57,1096.87,17,3.876,16
bebedouro,2018-01-01,767.5,273.9,1041.4,19,2.161,18
bebedouro,2018-02-01,430.3,199.09,629.39,11,0.886,11
bebedouro,2018-03-01,379,182.42,561.42,9,2.95,9
bebedouro,2018-04-01,333.5,70.44,403.94,5,0.372,3
bebedouro,2018-05-01,285.1,112.89,397.99,6,0.651,6
bebedouro,2018-06-01,366.79,171.09,537.88,10,1.147,10
bebedouro,2018-07-01,290,136.51,426.51,8,0.714,7
belford roxo,2017-01-01,269.9,26.09,295.99,1,1.133,1
belford roxo,2018-06-01,30,17.14,47.14,1,0.55,1
belo horizont,2018-01-01,178.9,18.82,197.72,1,0.921,1
belo horizonte,2016-09-01,1163.29,151.52,1314.81,9,17.3,9
belo horizonte,2016-12-01,3421.04,441.79,3862.83,26,30,24
belo horizonte,2017-01-01,8363.68,1267.25,9630.93,79,65.805,78
belo horizonte,2017-02-01,6281.23,1455.42,7736.65,89,84.794,85
belo horizonte,2017-03-01,4246.55,1223.07,5469.62,65,85.612,58
belo horizonte,2017-04-01,12029.27,2728.42,14757.69,148,181.963,129
belo horizonte,2017-05-01,6281.59,1914.77,8196.36,114,56.759,101
belo horizonte,2017-06-01,6219.07,1722.03,7941.1,102,72.298,96
belo horizonte,2017-07-01,11987.72,2858.61,14846.33,134,237.475,125
belo horizonte,2017-08-01,13651.99,2523.32,16175.31,137,319.148,128
belo horizonte,2017-09-01,7059.29,1829.37,8888.66,111,113.919,103
belo horizonte,2017-10-01,13874.6,2997.81,16872.41,170,177.367,165
belo horizonte,2017-11-01,11360.4,2608.7,13969.1,145,120.313,140
belo horizonte,2017-12-01,15191.36,3097.99,18289.35,185,163.106,175
belo horizonte,2018-01-01,11580.24,2649.19,14229.43,159,193.83,145
belo horizonte,2018-02-01,10844.44,2667.68,13512.12,142,165.06,134
belo horizonte,2018-03-01,13482.79,2855.42,16338.21,161,230.461,143
belo horizonte,2018-04-01,12551.59,2700.72,15252.31,153,205.278,146
belo horizonte,2018-05-01,11697.36,2925.62,14622.98,151,168.245,137
belo horizonte,2018-06-01,12945.56,2873.63,15819.19,151,107.936,143
belo horizonte,2018-07-01,13438.17,3064.55,16502.72,162,118.757,150
bento goncalves,2017-10-01,1004,436.55,1440.55,7,99.85,6
bento goncalves,2017-11-01,119,16.56,135.56,1,6.45,1
bento goncalves,2018-01-01,119,29.87,148.87,1,6.45,1
bento goncalves,2018-02-01,238,76.86,314.86,2,12.9,2
bento goncalves,2018-03-01,456.6,238.45,695.05,8,11.29,8
bento goncalves,2018-04-01,92.77,45.46,138.23,2,1.65,2
bento goncalves,2018-05-01,444.86,138.93,583.79,3,26.86,3
bento goncalves,2018-06-01,471.42,437.67,909.09,7,30.335,6
bento goncalves,2018-07-01,53.44,22.3,75.74,1,0.41,1
bertioga,2016-12-01,249.9,13.14,263.04,1,1.2,1
bertioga,2017-02-01,794.24,134.84,929.08,8,3.965,7
bertioga,2017-03-01,134.78,50.96,185.74,4,1.086,4
bertioga,2017-04-01,329.69,47.16,376.85,4,2.2,4
bertioga,2017-05-01,453.79,61.83,515.62,4,2.543,4
bertioga,2017-06-01,131.7,53.9,185.6,4,2,2
bertioga,2017-07-01,46.94,23.7,70.64,2,0.55,2
bertioga,2017-08-01,143.37,66.76,210.13,5,1.393,4
bertioga,2017-09-01,84.48,57.85,142.33,3,0.913,3
bertioga,2017-10-01,172.89,44.7,217.59,8,1.25,3
bertioga,2017-11-01,163.38,42.63,206.01,3,0.975,3
bertioga,2017-12-01,40.97,43.06,84.03,3,0.463,3
bertioga,2018-01-01,616.12,82.86,698.98,6,2.763,6
bertioga,2018-02-01,231.39,56.16,287.55,4,1.65,4
bertioga,2018-03-01,57.94,114.83,172.77,6,1.825,3
bertioga,2018-04-01,945,34.03,979.03,2,2.216,2
bertioga,2018-05-01,45.49,8.65,54.14,1,0.293,1
bertioga,2018-06-01,29.9,31.03,60.93,2,0.4,2
bertioga,2018-07-01,30.99,12.88,43.87,1,0.625,1
betim,2017-02-01,74.6,20.97,95.57,1,0.5,1
betim,2017-03-01,222.6,56.36,278.96,4,0.999,4
betim,2017-04-01,1564,161.2,1725.2,10,3,10
betim,2017-05-01,354.4,66.47,420.87,3,1.05,3
betim,2017-06-01,1097.44,142.27,1239.71,10,22.65,8
betim,2017-07-01,443.74,62.53,506.27,4,5.825,4
betim,2017-08-01,1164.35,260.12,1424.47,15,29.45,14
betim,2017-09-01,2491.36,358.6,2849.96,21,30.065,18
betim,2017-10-01,3242.19,460.47,3702.66,28,26.163,25
betim,2017-11-01,1590.14,358.48,1948.62,23,48.358,21
betim,2017-12-01,2229.76,542.82,2772.58,37,30.825,34
betim,2018-01-01,2342.66,434.9,2777.56,22,15.33,21
betim,2018-02-01,3336.72,562.24,3898.96,30,36.329,28
betim,2018-03-01,1031.27,328.15,1359.42,20,29.983,13
betim,2018-04-01,1338.23,279.98,1618.21,16,22.282,15
betim,2018-05-01,2014.4,337.58,2351.98,19,23.96,19
betim,2018-06-01,1634.07,546.07,2180.14,32,45.625,22
betim,2018-07-01,646.7,232.35,879.05,11,16.1,11
birigui,2017-02-01,124.9,16.08,140.98,1,0.628,1
birigui,2017-03-01,153.35,29.45,182.8,2,1.478,2
birigui,2017-04-01,169.8,76.14,245.94,6,5.1,1
birigui,2017-06-01,393.7,100.18,493.88,7,10.9,5
birigui,2017-07-01,399.5,106.26,505.76,5,13.5,4
birigui,2017-08-01,253.1,42.2,295.3,3,2.894,3
birigui,2017-09-01,2059.39,208.58,2267.97,7,9.091,6
birigui,2017-10-01,1503.75,320.73,1824.48,13,37.508,11
birigui,2017-11-01,425.5,90.85,516.35,5,6.327,4
birigui,2017-12-01,645.4,236.56,881.96,14,8.17,11
birigui,2018-01-01,872.06,219.33,1091.39,15,8.15,8
birigui,2018-02-01,593.4,103.01,696.41,7,3.037,7
birigui,2018-03-01,356.5,75.4,431.9,5,4.45,3
birigui,2018-04-01,106.9,13.19,120.09,1,0.55,1
birigui,2018-05-01,614.1,186.14,800.24,12,3.184,8
birigui,2018-06-01,1297.5,305.15,1602.65,19,6.199,13
birigui,2018-07-01,1761,206.23,1967.23,12,18.467,11
blumenau,2016-09-01,112.77,46.82,159.59,3,0.876,3
blumenau,2017-01-01,1225.8,150.96,1376.76,9,8.288,7
blumenau,2017-02-01,596.68,183.1,779.78,11,4.838,9
blumenau,2017-03-01,1567.17,511.68,2078.85,29,13.245,22
blumenau,2017-04-01,2481.35,667.51,3148.86,33,26.51,32
blumenau,2017-05-01,1565.89,460.27,2026.16,26,27.55,23
blumenau,2017-06-01,2055.82,548.2,2604.02,21,54.524,21
blumenau,2017-07-01,3938.35,1258.69,5197.04,53,75.532,45
blumenau,2017-08-01,3200.48,615.26,3815.74,27,37.399,27
blumenau,2017-09-01,3503.33,622.24,4125.57,30,59.958,26
blumenau,2017-10-01,3827.76,916.16,4743.92,43,53.959,39
blumenau,2017-11-01,706.46,104.43,810.89,6,5.625,6
blumenau,2017-12-01,2012.09,435.79,2447.88,26,28.826,26
blumenau,2018-01-01,2816.54,716.3,3532.84,41,50.091,32
blumenau,2018-02-01,2076.11,542.62,2618.73,25,26.106,19
blumenau,2018-03-01,3709.48,659.71,4369.19,26,69.56,24
blumenau,2018-04-01,2960.76,672.67,3633.43,22,97.3,22
blumenau,2018-05-01,1606.91,389.54,1996.45,19,28.586,14
blumenau,2018-06-01,1809.37,535.1,2344.47,18,32.413,15
blumenau,2018-07-01,1859.72,549.84,2409.56,20,32.95,13
bocaiuva do sul,2017-09-01,459.7,47.98,507.68,3,4.692,3
bocaiuva do sul,2017-10-01,659.6,63.9,723.5,4,6.717,4
bocaiuva do sul,2017-12-01,519.9,72.52,592.42,1,30,1
bocaiuva do sul,2018-03-01,59.9,17.13,77.03,1,0.85,1
bocaiuva do sul,2018-04-01,544.8,44.97,589.77,2,12.775,2
bofete,2017-09-01,5999.98,253.02,6253,2,51.9,2
bofete,2018-03-01,3399.99,126.47,3526.46,1,25.95,1
boituva,2017-05-01,89.9,21.12,111.02,1,3.865,1
boituva,2017-09-01,29.9,11.85,41.75,1,0.3,1
boituva,2017-10-01,39.8,37.48,77.28,2,0.6,2
boituva,2017-11-01,69.7,37.72,107.42,3,0.65,3
boituva,2017-12-01,49.8,49.25,99.05,2,0.7,2
boituva,2018-01-01,89.8,27.02,116.82,2,0.2,2
boituva,2018-03-01,114.7,53.08,167.78,3,0.304,3
boituva,2018-05-01,29.9,7.75,37.65,1,0.1,1
boituva,2018-06-01,64.9,14.03,78.93,1,0.45,1
boituva,2018-07-01,329.8,47.9,377.7,2,5,1
bom jardim,2018-07-01,101.9,52.54,154.44,2,1.7,2
bom jesus dos perdoes,2016-09-01,19.9,14.52,34.42,1,0.2,1
bom jesus dos perdoes,2017-01-01,109.9,12.16,122.06,1,0.8,1
bom jesus dos perdoes,2017-05-01,31.9,15.1,47,1,0.4,1
bombinhas,2017-10-01,3999.7,148.98,4148.68,3,2.041,3
bombinhas,2017-11-01,4305.6,130.76,4436.36,4,2.549,4
bombinhas,2017-12-01,619.9,46.37,666.27,1,0.583,1
bombinhas,2018-01-01,5050.1,236.04,5286.14,9,5.465,9
bombinhas,2018-02-01,16556.2,913.62,17469.82,28,16.886,28
bombinhas,2018-03-01,4339.5,127.44,4466.94,5,2.909,5
bombinhas,2018-05-01,499.9,16.76,516.66,1,0.65,1
bombinhas,2018-06-01,15731.4,882.45,16613.85,26,20.817,26
bombinhas,2018-07-01,9028.3,551.97,9580.27,17,9.681,17
bonfinopolis de minas,2018-01-01,120,17.32,137.32,1,2.85,1
bonfinopolis de minas,2018-04-01,114,14.88,128.88,1,0.958,1
bonfinopolis de minas,2018-05-01,342,45.3,387.3,3,2.874,2
bonfinopolis de minas,2018-06-01,120,27.14,147.14,1,2.85,1
borda da mata,2017-03-01,859.55,178.84,1038.39,9,11.55,9
borda da mata,2017-04-01,1699.27,365.43,2064.7,20,24.7,19
borda da mata,2017-05-01,2550.97,653.18,3204.15,33,32.9,32
borda da mata,2017-06-01,4807.59,1049.6,5857.19,55,65.05,52
borda da mata,2017-07-01,4295.29,1127.59,5422.88,59,68.45,53
borda da mata,2017-08-01,2049.4,533.36,2582.76,31,31.95,31
borda da mata,2017-09-01,3217.6,676.26,3893.86,38,48.75,34
borda da mata,2017-10-01,2486.61,739.49,3226.1,43,67.65,35
borda da mata,2017-11-01,926.84,388.93,1315.77,18,53.65,11
borda da mata,2017-12-01,3134.7,706.73,3841.43,33,89.8,32
borda da mata,2018-01-01,1511.9,431.31,1943.21,21,125.083,19
borda da mata,2018-02-01,1965.9,357.38,2323.28,20,82.958,19
borda da mata,2018-03-01,2969.56,786.04,3755.6,36,126.706,35
borda da mata,2018-04-01,1055.72,311.75,1367.47,16,60.403,16
borda da mata,2018-05-01,2803.72,632.86,3436.58,32,96.325,27
borda da mata,2018-06-01,1880.54,469.77,2350.31,22,57.383,22
borda da mata,2018-07-01,2132.48,496.59,2629.07,25,65.623,25
botucatu,2017-07-01,617.2,119.38,736.58,10,7.7,3
botucatu,2017-08-01,179.7,45.51,225.21,3,2.1,1
botucatu,2017-09-01,940.3,291.01,1231.31,13,33.4,3
botucatu,2017-10-01,493.2,121.23,614.43,7,6.2,3
botucatu,2017-11-01,214,58.24,272.24,3,8.5,2
botucatu,2017-12-01,587.3,63.97,651.27,4,5.25,3
botucatu,2018-01-01,181.4,69.04,250.44,3,10,2
botucatu,2018-03-01,1119.86,370.65,1490.51,16,9.675,8
botucatu,2018-04-01,952,180.67,1132.67,11,8.625,8
botucatu,2018-05-01,2659.7,657.42,3317.12,19,66.517,15
botucatu,2018-06-01,2553.45,469.68,3023.13,21,34.304,19
botucatu,2018-07-01,2987.4,499.57,3486.97,24,81.602,20
braco do norte,2017-07-01,178.68,75.36,254.04,3,4.316,3
braco do norte,2017-08-01,325.83,126.99,452.82,7,8.58,4
braco do norte,2017-09-01,48.99,16.11,65.1,1,0.575,1
braco do norte,2018-05-01,479.8,112.58,592.38,2,6.786,2
braco do norte,2018-06-01,289.7,82,371.7,3,4.73,3
braco do norte,2018-07-01,1095.3,113.66,1208.96,7,26.775,6
braganca paulista,2016-09-01,210,36.09,246.09,1,2.4,1
braganca paulista,2016-12-01,2265,156.92,2421.92,7,8.296,7
braganca paulista,2017-01-01,2877.72,144.34,3022.06,7,8.491,7
braganca paulista,2017-02-01,2385,138.63,2523.63,7,8.123,7
braganca paulista,2017-03-01,2984.62,197.47,3182.09,13,5.384,11
braganca paulista,2017-04-01,6229.83,148.62,6378.45,6,10.63,5
braganca paulista,2017-05-01,743.36,41.89,785.25,2,1.65,2
braganca paulista,2017-06-01,1063,28.81,1091.81,2,2.25,2
braganca paulista,2017-07-01,2199,108.22,2307.22,8,4.417,8
braganca paulista,2017-08-01,3250,211.46,3461.46,9,3.923,9
braganca paulista,2017-09-01,1746,136.23,1882.23,8,3.742,7
braganca paulista,2017-10-01,746.01,70.48,816.49,4,7.335,4
braganca paulista,2017-11-01,5092.55,151.42,5243.97,9,7.75,8
braganca paulista,2017-12-01,150,15.8,165.8,1,0.125,1
braganca paulista,2018-01-01,171,15.95,186.95,1,0.2,1
braganca paulista,2018-02-01,2298.78,91.72,2390.5,4,5.745,4
braganca paulista,2018-03-01,943.47,73.6,1017.07,3,1.667,3
braganca paulista,2018-04-01,458.28,11.5,469.78,1,0.35,1
braganca paulista,2018-05-01,369.7,29.76,399.46,4,6.95,2
braganca paulista,2018-07-01,46.8,32.13,78.93,2,0.35,2
brasilia,2016-09-01,540.79,88.08,628.87,4,14.5,4
brasilia,2016-12-01,3831.58,433.52,4265.1,12,97.1,12
brasilia,2017-01-01,2411.3,245.07,2656.37,6,53.35,6
brasilia,2017-02-01,2286,355.26,2641.26,20,24.071,20
brasilia,2017-03-01,2930.63,462.6,3393.23,25,36.96,23
brasilia,2017-04-01,1679.01,509.98,2188.99,27,18.61,25
brasilia,2017-05-01,1807.76,412.19,2219.95,22,15.89,21
brasilia,2017-06-01,4195.36,616.74,4812.1,31,33.814,29
brasilia,2017-07-01,3691.13,745.88,4437.01,40,39.966,37
brasilia,2017-08-01,5943.53,1048,6991.53,50,63.734,47
brasilia,2017-09-01,8075.45,1399.91,9475.36,71,65.89,59
brasilia,2017-10-01,6600.14,1473.31,8073.45,73,79.508,69
brasilia,2017-11-01,4347.41,842.7,5190.11,49,28.46,43
brasilia,2017-12-01,8632.75,1463.66,10096.41,72,54.619,65
brasilia,2018-01-01,5775.14,1065.69,6840.83,59,41.251,58
brasilia,2018-02-01,3422.67,1056.47,4479.14,51,36.621,47
brasilia,2018-03-01,4862.29,956.29,5818.58,44,58.113,42
brasilia,2018-04-01,3783.38,924.24,4707.62,44,64.524,42
brasilia,2018-05-01,3829.56,1045.13,4874.69,45,61.816,38
brasilia,2018-06-01,4791.63,1427.95,6219.58,62,59.627,55
brasilia,2018-07-01,4357.49,1108.71,5466.2,54,45.19,48
brasilia df,2017-09-01,278,34.82,312.82,2,0.858,1
brasilia df,2017-10-01,111.78,31.68,143.46,2,0.184,2
brasilia df,2017-11-01,179,26.53,205.53,1,3.462,1
brejao,2017-01-01,415.46,108.55,524.01,4,7.575,4
brejao,2017-02-01,145.56,87.45,233.01,4,0.8,3
brejao,2017-04-01,151.2,70.42,221.62,2,1,2
brejao,2017-05-01,337.09,128.96,466.05,5,4.3,5
brejao,2017-06-01,304.48,201.95,506.43,5,2.395,5
brejao,2017-07-01,19.9,13.43,33.33,1,0.2,1
brejao,2017-08-01,204.89,127.82,332.71,1,0.16,1
brejao,2017-09-01,222.98,39.11,262.09,1,1.7,1
brejao,2017-10-01,235.79,99.68,335.47,3,4.15,3
brejao,2017-11-01,828.95,121.53,950.48,5,9.283,5
brejao,2017-12-01,268.98,71.88,340.86,2,3.584,2
brejao,2018-02-01,209.99,28.2,238.19,1,3.8,1
brejao,2018-06-01,308.98,76.48,385.46,2,1.8,2
brotas,2017-04-01,5.5,15.1,20.6,1,1.5,1
brotas,2017-07-01,19.5,22.95,42.45,3,1.2,1
brusque,2017-06-01,670,32.07,702.07,1,6.6,1
brusque,2017-07-01,299.5,89.95,389.45,5,1,1
brusque,2017-09-01,356.39,52.49,408.88,3,16.43,2
brusque,2017-10-01,3688.47,410.7,4099.17,20,66.415,17
brusque,2017-11-01,1664.84,219.41,1884.25,7,27.275,7
brusque,2017-12-01,5636.32,836.36,6472.68,30,96.297,29
brusque,2018-01-01,3827.53,358.23,4185.76,14,46.925,13
brusque,2018-02-01,3001.4,851.98,3853.38,37,61.79,32
brusque,2018-03-01,3341.14,804.35,4145.49,27,44.797,16
brusque,2018-04-01,2177.34,672.5,2849.84,30,63.93,23
brusque,2018-05-01,9092.1,2548.05,11640.15,99,324.925,74
brusque,2018-06-01,7894.69,2045.94,9940.63,58,239.817,53
brusque,2018-07-01,5977.13,1885.49,7862.62,62,200.637,54
buritama,2017-08-01,379.98,52.34,432.32,2,7.8,1
buritama,2017-09-01,149.99,15.8,165.79,1,0.417,1
buritama,2017-10-01,179.17,27.57,206.74,1,3.875,1
buritama,2017-11-01,189.98,19.22,209.2,1,3.9,1
buritama,2017-12-01,369.15,57.94,427.09,2,7.775,2
buritama,2018-02-01,189.98,19.22,209.2,1,3.9,1
buritama,2018-04-01,189.98,36.46,226.44,1,3.9,1
buritama,2018-05-01,503.34,60.7,564.04,3,8.167,2
buritama,2018-06-01,424.33,52.22,476.55,3,8.425,2
cacador,2017-08-01,59.9,25.7,85.6,1,0.3,1
cacador,2018-01-01,59.9,15.17,75.07,1,0.2,1
cachoeira do sul,2018-02-01,89.9,23.21,113.11,1,1.5,1
cachoeira do sul,2018-05-01,89.9,42.69,132.59,1,1.7,1
cachoeira do sul,2018-07-01,89.9,23.43,113.33,1,1.6,1
cachoeirinha,2016-12-01,629,36.7,665.7,1,7.1,1
cachoeirinha,2017-02-01,695.9,48.66,744.56,2,7.6,2
cachoeirinha,2017-05-01,629,67.08,696.08,1,7.1,1
cachoeirinha,2017-06-01,2745.6,332.24,3077.84,6,38.3,6
cachoeirinha,2017-07-01,3394.9,323.97,3718.87,6,41.15,6
cachoeirinha,2017-08-01,1499.4,334.14,1833.54,6,33.9,5
cachoeirinha,2017-09-01,3748.5,1075.43,4823.93,15,84.75,15
cachoeirinha,2017-10-01,2878.1,561.18,3439.28,10,57.95,8
cachoeirinha,2017-11-01,998.7,264.51,1263.21,4,22.6,4
cachoeirinha,2017-12-01,1499.4,375.18,1874.58,6,32.15,6
cachoeirinha,2018-06-01,537.8,276.78,814.58,4,10.05,4
cachoeirinha,2018-07-01,890,298.35,1188.35,6,28.9,6
cachoeiro de itapemirim,2017-01-01,620,21.18,641.18,1,29.6,1
cachoeiro de itapemirim,2017-07-01,360,37.04,397.04,1,6.3,1
cachoeiro de itapemirim,2018-04-01,109.9,19.74,129.64,1,1.525,1
cachoeiro de itapemirim,2018-05-01,56.9,18.5,75.4,1,0.3,1
cachoeiro de itapemirim,2018-06-01,944,113.12,1057.12,3,21.15,3
cachoeiro de itapemirim,2018-07-01,1382.99,296.66,1679.65,6,28.45,6
cafelandia,2017-01-01,234.7,77.66,312.36,3,8,3
cafelandia,2017-02-01,84.9,14.76,99.66,1,1,1
cafelandia,2017-03-01,208.7,88.74,297.44,3,16.675,2
cafelandia,2017-04-01,478.7,155.96,634.66,3,22.75,3
cafelandia,2017-06-01,785.5,173.64,959.14,6,38.472,5
cafelandia,2017-10-01,99.9,16.33,116.23,1,6.6,1
cafelandia,2017-11-01,99.9,21.19,121.09,1,6.6,1
cafelandia,2017-12-01,344.37,140.73,485.1,5,25.15,4
cafelandia,2018-01-01,99.9,21.19,121.09,1,6.6,1
cafelandia,2018-02-01,738.3,212.49,950.79,7,73.95,6
cafelandia,2018-03-01,537.7,158.73,696.43,4,47.125,4
cafelandia,2018-04-01,112.9,75.28,188.18,2,14.875,2
cafelandia,2018-05-01,98,17.6,115.6,1,14.725,1
cafelandia,2018-06-01,338,167.11,505.11,2,20.292,2
cafelandia,2018-07-01,227.8,112.01,339.81,3,22.992,3
caieiras,2017-07-01,347.97,374.28,722.25,3,0.15,1
caieiras,2017-08-01,115.99,124.76,240.75,1,0.05,1
cajamar,2017-09-01,109.9,17.48,127.38,1,1.75,1
cajamar,2017-10-01,973.2,181.9,1155.1,8,22,8
cajamar,2017-11-01,2002.39,401.84,2404.23,17,49.15,15
cajamar,2017-12-01,2278.2,520.98,2799.18,18,78,18
cajamar,2018-01-01,3432.4,581.85,4014.25,26,86.85,26
cajamar,2018-02-01,2997.9,549.63,3547.53,21,70.7,20
cajamar,2018-03-01,3800.6,718.03,4518.63,31,79.267,30
cajamar,2018-04-01,1936.4,328.12,2264.52,16,43.65,16
cajamar,2018-05-01,1057.5,194.59,1252.09,10,28.717,10
cajamar,2018-06-01,2268.1,422.94,2691.04,19,44.65,18
cajamar,2018-07-01,4558.3,847.75,5406.05,37,72.5,37
california,2017-09-01,1459,233.59,1692.59,1,26.7,1
california,2017-10-01,1141,130.98,1271.98,1,26.5,1
california,2018-05-01,1190,202.37,1392.37,1,26.1,1
california,2018-06-01,3840,295.71,4135.71,3,78.1,3
camanducaia,2017-07-01,99.9,17.14,117.04,1,9.95,1
